Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Res,Closed Date,Funnel,In Analysis,Backlog,In Implementation,Blocker,Completed,Monitoring,Done,Resolution
The APP ART,,THEAPP-2040,Feature,Funnel,24.10.2022 08:37,Android|App ART Funnel|C3PO|iOS|,,,,,16208,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2039,Feature,Funnel,24.10.2022 06:15,Panda|,,,,,16349,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2038,Feature,Funnel,24.10.2022 04:07,Greatwall|,,,,,16477,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2035,Feature,Funnel,21.10.2022 09:01,Greatwall|,,,,,20504,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2034,Feature,Funnel,20.10.2022 19:12,JARVIS|,,,,,21333,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2033,Feature,Funnel,20.10.2022 11:49,,,,,,21776,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2032,Feature,Funnel,20.10.2022 10:37,Panda|,,,,,21847,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2030,Feature,Funnel,19.10.2022 17:38,Android|App ART Funnel|C3PO|iOS|,,,,,22867,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2029,Feature,Funnel,19.10.2022 17:25,Android|C3PO|iOS|Mario|,,,,,22879,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2028,Feature,Funnel,19.10.2022 17:17,Android|App ART Funnel|C3PO|iOS|,,,,,22887,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2027,Feature,Backlog,19.10.2022 14:11,App ART Funnel|BOND|P&S|Release 3.2|,,19.10.2022 14:50, ,,0,39,23034,0,0,0,0,0, 
The APP ART,,THEAPP-2026,Feature,Backlog,19.10.2022 14:08,App ART Funnel|BOND|P&S|Release 3.2|,,19.10.2022 14:50, ,,0,41,23034,0,0,0,0,0, 
The APP ART,,THEAPP-2023,Feature,Funnel,19.10.2022 09:37,Greatwall|Panda|Release 4.0|,,,,,23347,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2022,Feature,Funnel,17.10.2022 16:01,,,,,,25844,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2021,Feature,Funnel,17.10.2022 10:13,Griffin|,,,,,26192,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2017,Feature,Funnel,11.10.2022 13:24,Pikachu|,,,,,34641,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2016,Feature,Funnel,11.10.2022 11:06,Panda|,,,,,34778,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2015,Feature,Funnel,11.10.2022 10:49,Panda|,,,,,34796,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2014,Feature,Funnel,11.10.2022 10:38,Panda|,,,,,34807,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2013,Feature,Funnel,11.10.2022 10:16,Stromberg|,,,,,34828,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2012,Feature,Funnel,11.10.2022 09:24,Pikachu|,,,,,34880,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2011,Feature,Funnel,11.10.2022 09:21,Pikachu|,,,,,34883,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2010,Feature,Funnel,11.10.2022 08:32,Stromberg|,,,,,34933,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2009,Feature,Funnel,11.10.2022 08:27,Stromberg|,,,,,34937,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2008,Feature,Done,11.10.2022 08:24,,,11.10.2022 09:49,Won't Do ,11.10.2022 09:49,0,85,0,0,0,0,0,34856,Won't Do 
The APP ART,,THEAPP-2007,Feature,Funnel,10.10.2022 17:56,Stromberg|,,,,,35808,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2006,Feature,Funnel,10.10.2022 17:55,Stromberg|,,,,,35810,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2005,Feature,Funnel,10.10.2022 17:50,Stromberg|,,,,,35814,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2004,Feature,Funnel,10.10.2022 17:41,,,,,,35824,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2003,Feature,Funnel,10.10.2022 17:06,Stark|,,,,,35858,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2002,Feature,Funnel,10.10.2022 16:56,Griffin|,,,,,35868,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2001,Feature,Funnel,10.10.2022 16:49,Griffin|,,,,,35875,0,0,0,0,0,0, ,
The APP ART,,THEAPP-2000,Feature,Funnel,10.10.2022 16:46,Stark|,,,,,35878,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1999,Feature,Funnel,10.10.2022 16:45,Griffin|,,,,,35879,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1998,Feature,Funnel,10.10.2022 16:42,Griffin|,,,,,35882,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1997,Feature,Funnel,10.10.2022 16:42,Mario|,,,,,35882,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1996,Feature,Funnel,10.10.2022 16:27,BOND|,,,,,35897,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1995,Feature,Funnel,10.10.2022 16:25,BOND|,,,,,35899,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1994,Feature,Funnel,10.10.2022 15:12,BOND|,,,,,35972,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1993,Feature,Funnel,10.10.2022 14:50,BOND|,,,,,35994,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1992,Feature,Funnel,10.10.2022 14:19,BOND|,,,,,36025,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1991,Feature,Funnel,10.10.2022 14:09,,,,,,36036,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1990,Feature,Funnel,10.10.2022 11:49,iOS|Mario|,,,,,36175,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1989,Feature,Funnel,10.10.2022 11:08,Mario|,,,,,36216,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1987,Feature,Funnel,07.10.2022 09:12,Android|BOND|iOS|,,,,,40653,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1986,Feature,Funnel,06.10.2022 14:54,App ART Funnel|BOND|Release 4.0|,,,,,41751,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1985,Feature,Funnel,06.10.2022 14:35,App ART Funnel|BOND|Release 4.0|,,,,,41769,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1984,Feature,Funnel,06.10.2022 13:04,,,,,,41860,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1981,Feature,Funnel,30.09.2022 15:14,App ART Funnel|BOND|Release 4.0|,,,,,50370,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1977,Feature,Funnel,30.09.2022 15:03,App ART Funnel|BOND|Release 4.0|,,,,,50381,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1976,Feature,Funnel,30.09.2022 15:02,App ART Funnel|BOND|Release 4.0|,,,,,50383,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1975,Feature,Funnel,30.09.2022 15:00,App ART Funnel|BOND|Release 4.0|,,,,,50384,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1974,Feature,Funnel,30.09.2022 14:59,App ART Funnel|BOND|Release 4.0|,,,,,50385,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1973,Feature,Funnel,30.09.2022 14:57,App ART Funnel|BOND|Release 4.0|,,,,,50388,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1972,Feature,Funnel,30.09.2022 14:55,App ART Funnel|BOND|Release 4.0|,,,,,50389,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1971,Feature,Funnel,30.09.2022 14:53,App ART Funnel|BOND|Release 4.0|,,,,,50392,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1969,Feature,Funnel,29.09.2022 10:10,Mario|VICI|,,,,,52114,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1968,Feature,Funnel,28.09.2022 15:17,2023|App ART Funnel|Griffin|Mario|,,,,,53248,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1967,Feature,Funnel,28.09.2022 10:30,Panda|,,,,,53534,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1953,Feature,Funnel,26.09.2022 19:31,BOND|,,,,,55873,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1951,Feature,Backlog,26.09.2022 09:44,Mario|Pikachu|,,06.10.2022 15:59, ,,0,31854,24605,0,0,0,0,0, 
The APP ART,,THEAPP-1950,Feature,Backlog,23.09.2022 15:35,Mario|,,06.10.2022 15:30, ,,0,34375,26054,0,0,0,0,0, 
The APP ART,,THEAPP-1949,Feature,Funnel,23.09.2022 15:31,Greatwall|Griffin|SPECTRE|,,,,,60433,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1947,Feature,In Analysis,23.09.2022 10:01,Android|Backend|BOND|iOS|QA|Stromberg|,,11.10.2022 11:05, ,,0,60763,0,0,0,0,0,0, 
The APP ART,,THEAPP-1946,Feature,Backlog,22.09.2022 14:57,BOND|,,27.09.2022 16:41, ,,0,7303,54604,0,0,0,0,0, 
The APP ART,,THEAPP-1945,Feature,Funnel,22.09.2022 11:31,Greatwall|,,,,,62113,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1944,Feature,Funnel,22.09.2022 09:00,Greatwall|,,,,,62264,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1943,Feature,Funnel,22.09.2022 08:51,Greatwall|,,,,,62273,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1942,Feature,Funnel,22.09.2022 08:43,Greatwall|,,,,,62281,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1941,Feature,Backlog,21.09.2022 01:26,Bullitt|,,21.09.2022 01:28, ,,0,1,64157,0,0,0,0,0, 
The APP ART,,THEAPP-1940,Feature,Backlog,21.09.2022 00:29,Bullitt|,,21.09.2022 01:17, ,,0,47,64168,0,0,0,0,0, 
The APP ART,,THEAPP-1939,Feature,Backlog,21.09.2022 00:18,Bullitt|,,21.09.2022 00:18, ,,0,0,64226,0,0,0,0,0, 
The APP ART,,THEAPP-1938,Feature,Funnel,21.09.2022 00:08,Bullitt|,,,,,64236,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1935,Feature,Funnel,20.09.2022 23:54,Bullitt|,,,,,64250,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1934,Feature,Funnel,20.09.2022 23:53,Bullitt|Stark|,,,,,64252,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1933,Feature,Funnel,20.09.2022 23:51,Bullitt|Mario|,,,,,64253,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1932,Feature,Funnel,20.09.2022 23:50,Bullitt|,,,,,64254,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1931,Feature,Funnel,20.09.2022 23:48,Bullitt|,,,,,64256,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1930,Feature,Funnel,31.05.2021 15:09,Backend|,,20.09.2022 16:37, ,,64687,686968,0,0,0,0,0,0, 
The APP ART,,THEAPP-1929,Feature,Funnel,20.09.2022 16:29,,,,,,64695,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1926,Feature,Funnel,19.09.2022 10:18,Greatwall|,,,,,66506,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1925,Feature,Funnel,15.09.2022 17:23,BOND|UXneeded|VICI|,,,,,71841,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1923,Feature,Funnel,15.09.2022 16:57,CR|SPECTRE|UXneeded|VICI|,,,,,71868,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1922,Feature,Backlog,15.09.2022 16:06,Android|Backend|BOND|iOS|QA|Stromberg|,,22.09.2022 08:39, ,,0,37141,34776,0,0,0,0,0, 
The APP ART,,THEAPP-1921,Feature,Funnel,15.09.2022 15:33,SPECTRE|UXneeded|VICI|,,,,,71952,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1919,Feature,Funnel,14.09.2022 15:33,,,,,,73391,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1918,Feature,Funnel,14.09.2022 14:05,Bullitt|,,,,,73479,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1917,Feature,Funnel,14.09.2022 13:34,Bullitt|Mario|,,,,,73510,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1916,Feature,In Analysis,14.09.2022 09:02,SPECTRE|,,22.09.2022 08:39, ,,0,73782,0,0,0,0,0,0, 
The APP ART,,THEAPP-1915,Feature,Funnel,13.09.2022 09:10,Griffin|SPECTRE|,,,,,75215,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1913,Feature,Funnel,09.09.2022 14:26,,,,,,80658,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1912,Feature,Funnel,09.09.2022 10:49,,,,,,80875,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1911,Feature,Funnel,08.09.2022 12:11,BOND|P&S|Release 3.2|,,,,,82233,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1910,Feature,In Analysis,08.09.2022 12:02,Stromberg|,,22.09.2022 08:39, ,,0,82242,0,0,0,0,0,0, 
The APP ART,,THEAPP-1909,Feature,In Analysis,07.09.2022 17:01,Android|BOND|C3PO|Greatwall|Mario|Pikachu|SPECTRE|Stark|Stromberg|VICI|,,15.09.2022 10:45, ,,0,83382,0,0,0,0,0,0, 
The APP ART,,THEAPP-1908,Feature,Funnel,07.09.2022 10:49,,,,,,83755,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1907,Feature,Funnel,06.09.2022 16:47,,,,,,84837,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1905,Feature,Done,06.09.2022 11:45,BOND|,,21.09.2022 09:22,Duplicate ,21.09.2022 09:22,0,21457,0,0,0,0,0,63682,Duplicate 
The APP ART,,THEAPP-1904,Feature,In Analysis,05.09.2022 17:17,CR|SPECTRE|VICI|,,14.09.2022 11:27, ,,0,86246,0,0,0,0,0,0, 
The APP ART,,THEAPP-1903,Feature,Funnel,05.09.2022 13:23,Android|App ART Funnel|C3PO|iOS|,,,,,86482,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1902,Feature,Funnel,05.09.2022 12:10,Android|App ART Funnel|C3PO|iOS|,,,,,86554,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1901,Feature,Funnel,05.09.2022 11:57,App ART Funnel|BOND|P&S|Release 3.2|,,,,,86567,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1900,Feature,Funnel,05.09.2022 11:52,App ART Funnel|BOND|P&S|Release 3.2|,,,,,86572,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1899,Feature,Funnel,05.09.2022 11:24,App ART Funnel|BOND|P&S|Release 3.2|,,,,,86600,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1898,Feature,Funnel,05.09.2022 10:10,Android|App ART Funnel|C3PO|iOS|,,,,,86675,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1897,Feature,Backlog,02.09.2022 13:00,App ART Funnel|BOND|P&S|Release 3.2|,,06.09.2022 14:02, ,,0,18894,71930,0,0,0,0,0, 
The APP ART,,THEAPP-1896,Feature,Backlog,02.09.2022 11:32,App ART Funnel|BOND|P&S|Release 3.2|,,06.09.2022 14:02, ,,0,18983,71929,0,0,0,0,0, 
The APP ART,,THEAPP-1895,Feature,Funnel,01.09.2022 13:20,Android|App ART Funnel|C3PO|iOS|,,,,,92244,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1893,Feature,Funnel,31.08.2022 10:56,App ART Funnel|Backend|,,,,,93828,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1892,Feature,Funnel,30.08.2022 11:45,Release 4.0|,,,,,95219,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1891,Feature,Funnel,30.08.2022 11:41,Release 4.0|,,,,,95224,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1890,Feature,Funnel,30.08.2022 11:37,Release 4.0|,,,,,95227,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1889,Feature,Funnel,30.08.2022 11:36,Release 4.0|,,,,,95229,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1888,Feature,Funnel,30.08.2022 11:27,Release 4.0|,,,,,95237,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1886,Feature,Done,30.08.2022 08:51,Greatwall|Griffin|,,30.08.2022 09:50,Not Required ,14.09.2022 17:14,22042,59,0,0,0,0,0,73290,Not Required 
The APP ART,,THEAPP-1883,Feature,Funnel,29.08.2022 07:31,2024|Backend|,,,,,96914,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1877,Feature,Funnel,25.08.2022 09:37,App ART Funnel|,,,,,102547,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1875,Feature,In Analysis,18.08.2022 15:51,Greatwall|Mario|Panda|,,18.08.2022 15:54, ,,0,112253,0,0,0,0,0,0, 
The APP ART,,THEAPP-1874,Feature,Funnel,18.08.2022 10:43,BOND|Pikachu|,,,,,112561,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1872,Feature,Funnel,18.08.2022 10:10,VICI|,,,,,112594,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1871,Feature,Funnel,18.08.2022 10:08,VICI|,,,,,112596,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1870,Feature,Funnel,18.08.2022 10:03,VICI|,,,,,112601,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1869,Feature,Funnel,18.08.2022 10:01,VICI|,,,,,112604,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1868,Feature,Funnel,18.08.2022 09:55,VICI|,,,,,112609,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1867,Feature,Done,17.08.2022 18:04,VICI|,,17.08.2022 18:05,Duplicate ,18.08.2022 10:36,0,991,0,0,0,0,0,112569,Duplicate 
The APP ART,,THEAPP-1866,Feature,Backlog,17.08.2022 14:42,Greatwall|Griffin|,,30.08.2022 09:51, ,,0,30044,83717,0,0,0,0,0, 
The APP ART,,THEAPP-1863,Feature,Done,16.08.2022 15:36,Pikachu|,,07.09.2022 10:48,Done ,23.09.2022 08:47,0,31392,0,22919,0,0,0,60838,Done 
The APP ART,,THEAPP-1856,Feature,In Analysis,15.08.2022 15:36,BOND|Pikachu|,,23.08.2022 16:35, ,,0,116588,0,0,0,0,0,0, 
The APP ART,,THEAPP-1855,Feature,Funnel,12.08.2022 13:45,Android|App ART Funnel|Backend|BOND|iOS|,,,,,121019,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1854,Feature,Backlog,12.08.2022 10:40,Greatwall|iOS|Release 4.0|Stromberg|,,31.08.2022 11:19, ,,0,37497,83706,0,0,0,0,0, 
The APP ART,,THEAPP-1852,Feature,Funnel,11.08.2022 13:10,Android|App ART Funnel|Backend|BOND|iOS|,,,,,122495,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1851,Feature,Funnel,11.08.2022 09:35,Android|Greatwall|iOS|,,,,,122709,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1850,Feature,Funnel,10.08.2022 15:19,Greatwall|Release 4.0|,,10.08.2022 15:28, ,,123796,8,0,0,0,0,0,0, 
The APP ART,,THEAPP-1845,Feature,Funnel,08.08.2022 15:19,2024|BOND|,,,,,126685,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1844,Feature,In Analysis,08.08.2022 14:44,SPECTRE|VICI|,,07.09.2022 09:38, ,,0,126720,0,0,0,0,0,0, 
The APP ART,,THEAPP-1842,Feature,In Analysis,05.08.2022 11:44,BOND|Mario|SPECTRE|,,02.09.2022 06:58, ,,0,131220,0,0,0,0,0,0, 
The APP ART,,THEAPP-1841,Feature,Done,04.08.2022 16:51,,,07.09.2022 10:57,Won't Do ,07.09.2022 10:57,0,48605,0,0,0,0,0,83747,Won't Do 
The APP ART,,THEAPP-1840,Feature,Done,03.08.2022 14:05,BOND|Griffin|VICI|,,31.08.2022 10:43,Won't Do ,31.08.2022 10:43,0,40118,0,0,0,0,0,93841,Won't Do 
The APP ART,,THEAPP-1839,Feature,Funnel,02.08.2022 09:00,,,,,,135704,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1838,Feature,Funnel,01.08.2022 19:37,BOND|SPECTRE|,,,,,136507,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1837,Feature,Funnel,01.08.2022 17:14,Griffin|,,,,,136651,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1836,Feature,Funnel,01.08.2022 16:38,,,,,,136686,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1835,Feature,Funnel,28.07.2022 18:09,Stromberg|VICI|,,,,,142355,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1834,Feature,Backlog,27.07.2022 17:53,Greatwall|Griffin|,,03.08.2022 15:34, ,,0,48719,95090,0,0,0,0,0, 
The APP ART,,THEAPP-1833,Feature,In Implementation,27.07.2022 15:18,App ART Funnel|BOND|P&S|Release 3.2|,,02.09.2022 06:58, ,,0,58950,0,85016,0,0,0,0, 
The APP ART,,THEAPP-1832,Feature,Backlog,27.07.2022 11:20,Greatwall|,,27.07.2022 11:21, ,,0,0,144203,0,0,0,0,0, 
The APP ART,,THEAPP-1831,Feature,Backlog,27.07.2022 11:11,App ART Funnel|CR|Greatwall|Release 3.2|Release 4.0|SPECTRE|,,13.09.2022 14:00, ,,0,69288,74924,0,0,0,0,0, 
The APP ART,,THEAPP-1822,Feature,Backlog,26.07.2022 15:19,Greatwall|Griffin|Mario|,,03.08.2022 15:34, ,,0,31449,113955,0,0,0,0,0, 
The APP ART,,THEAPP-1818,Feature,In Implementation,26.07.2022 07:04,App ART Funnel|Greatwall|,,08.09.2022 09:15, ,,0,63490,0,82410,0,0,0,0, 
The APP ART,,THEAPP-1816,Feature,E2E Test,25.07.2022 11:11,App ART Funnel|CR|Greatwall|Release 3.2|Release 4.0|SPECTRE|,,25.07.2022 13:39,Done ,28.09.2022 10:01,0,21530,0,96694,0,0,0,28867,Done 
The APP ART,,THEAPP-1815,Feature,Done,22.07.2022 16:49,BOND|,,02.08.2022 17:06,Done ,18.10.2022 11:48,0,15856,29751,80809,0,0,0,24656,Done 
The APP ART,,THEAPP-1812,Feature,Funnel,19.07.2022 12:02,Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,,,,155682,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1811,Feature,In Analysis,15.07.2022 15:13,App ART Funnel|Pikachu|,,04.08.2022 15:06, ,,0,161251,0,0,0,0,0,0, 
The APP ART,,THEAPP-1808,Feature,Funnel,13.07.2022 09:42,SPECTRE|,,,,,164463,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1807,Feature,In Analysis,12.07.2022 18:14,Griffin|Pikachu|Release 4.0|,,25.08.2022 09:55, ,,0,165390,0,0,0,0,0,0, 
The APP ART,,THEAPP-1806,Feature,Funnel,11.07.2022 14:55,App ART Funnel|BOND|Release 4.0|,,,,,167029,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1803,Feature,Funnel,08.07.2022 15:11,BOND|,,,,,171333,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1802,Feature,Funnel,06.07.2022 16:21,App ART Funnel|BOND|Release 4.0|,,,,,174143,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1801,Feature,Funnel,06.07.2022 15:42,Greatwall|,,,,,174182,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1800,Feature,In Analysis,05.07.2022 14:49,App ART Funnel|Backend|Greatwall|P&S|Release 4.0|,,05.07.2022 15:02, ,,0,175675,0,0,0,0,0,0, 
The APP ART,,THEAPP-1795,Feature,Done,03.07.2022 12:59,Greatwall|,,05.07.2022 10:49,Won't Do ,28.09.2022 16:02,0,2750,122713,0,0,0,0,53202,Won't Do 
The APP ART,,THEAPP-1794,Feature,Blocker,03.07.2022 12:56,Greatwall|,,05.07.2022 10:50,Done ,20.09.2022 11:19,0,2753,110897,12,63727,0,0,1277,Done 
The APP ART,,THEAPP-1793,Feature,Funnel,03.07.2022 12:54,Greatwall|Panda|,,,,,178670,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1792,Feature,Backlog,30.06.2022 11:03,BOND|,,22.09.2022 08:39, ,,0,128489,54611,0,0,0,0,0, 
The APP ART,,THEAPP-1791,Feature,Funnel,30.06.2022 09:26,JARVIS|SPECTRE|VICI|,,,,,183198,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1790,Feature,Funnel,30.06.2022 09:03,VICI|,,,,,183221,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1788,Feature,Funnel,29.06.2022 16:27,Android|Design|Griffin|iOS|,,,,,184218,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1787,Feature,In Analysis,29.06.2022 09:48,Greatwall|,,30.06.2022 12:12, ,,0,184616,0,0,0,0,0,0, 
The APP ART,,THEAPP-1786,Feature,Funnel,28.06.2022 16:51,App ART Funnel|BOND|Release 4.0|,,,,,185634,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1785,Feature,Funnel,28.06.2022 16:49,App ART Funnel|BOND|Release 4.0|,,,,,185635,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1784,Feature,Funnel,28.06.2022 16:46,App ART Funnel|BOND|Release 4.0|,,,,,185638,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1783,Feature,Funnel,28.06.2022 16:45,App ART Funnel|BOND|Release 4.0|,,,,,185639,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1782,Feature,Funnel,28.06.2022 16:44,App ART Funnel|Release 4.0|,,,,,185640,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1781,Feature,Funnel,28.06.2022 16:42,App ART Funnel|Release 4.0|,,,,,185642,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1780,Feature,Backlog,28.06.2022 16:36,App ART Funnel|BOND|Release 4.0|,,08.09.2022 10:58, ,,0,130732,54915,0,0,0,0,0, 
The APP ART,,THEAPP-1779,Feature,Funnel,28.06.2022 16:34,App ART Funnel|Release 4.0|,,,,,185651,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1778,Feature,Funnel,28.06.2022 16:32,App ART Funnel|Release 4.0|,,,,,185652,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1777,Feature,Funnel,28.06.2022 16:30,App ART Funnel|BOND|Release 4.0|,,,,,185654,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1776,Feature,Funnel,28.06.2022 16:09,App ART Funnel|BOND|Release 4.0|,,,,,185675,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1775,Feature,Backlog,28.06.2022 15:01,Griffin|,,03.08.2022 15:34, ,,0,103361,82380,0,0,0,0,0, 
The APP ART,,THEAPP-1773,Feature,In Analysis,23.06.2022 14:59,CR|SPECTRE|VICI|,,06.07.2022 18:34, ,,0,192945,0,0,0,0,0,0, 
The APP ART,,THEAPP-1769,Feature,Backlog,22.06.2022 10:22,SPECTRE|,,23.06.2022 16:54, ,,0,20608,174052,0,0,0,0,0, 
The APP ART,,THEAPP-1768,Feature,Backlog,21.06.2022 17:28,Stromberg|,,28.06.2022 16:01, ,,0,47283,148392,0,0,0,0,0, 
The APP ART,,THEAPP-1766,Feature,Funnel,20.06.2022 09:45,,,,,,197580,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1765,Feature,Funnel,15.06.2022 13:52,,,,,,204532,0,0,0,0,0,0, ,
The APP ART,,THEAPP-1764,Feature,In Implementation,15.06.2022 10:49,App ART Funnel|Pikachu|,,04.07.2022 14:39, ,,0,122305,0,82410,0,0,0,0, 
